epoch,train_loss,val_loss,train_earpiece_stress_mae,train_earpiece_stress_rmse,train_earpiece_stress_log_mae,train_earpiece_stress_log_rmse,train_earpiece_stress_bias,train_earpiece_stress_relative_mae,train_earpiece_stress_symmetric_relative_mae,train_earpiece_stress_within25_ratio,train_earpiece_stress_miss25_rate,train_earpiece_stress_under_pred_ratio,train_earpiece_stress_over_pred_ratio,train_earpiece_stress_target_mean,train_earpiece_stress_pred_mean,train_points,train_relative_points,train_weighted_loss,val_earpiece_stress_mae,val_earpiece_stress_rmse,val_earpiece_stress_log_mae,val_earpiece_stress_log_rmse,val_earpiece_stress_bias,val_earpiece_stress_relative_mae,val_earpiece_stress_symmetric_relative_mae,val_earpiece_stress_within25_ratio,val_earpiece_stress_miss25_rate,val_earpiece_stress_under_pred_ratio,val_earpiece_stress_over_pred_ratio,val_earpiece_stress_target_mean,val_earpiece_stress_pred_mean,val_points,val_relative_points,val_earpiece_stress_top1_mae,val_earpiece_stress_top1_log_mae,val_earpiece_stress_top5_mae,val_earpiece_stress_top5_log_mae,val_earpiece_stress_peak_relative_error,val_top1_points,val_top5_points,val_samples,val_earpiece_stress_top1_points,val_earpiece_stress_top1_relative_points,val_earpiece_stress_top1_relative_mae,val_earpiece_stress_top1_within25_ratio,val_earpiece_stress_top1_miss25_rate,val_earpiece_stress_top1_under_pred_ratio,val_earpiece_stress_top1_over_pred_ratio,val_earpiece_stress_top1_target_mean,val_earpiece_stress_top1_pred_mean,val_earpiece_stress_top1_pred_target_ratio,val_earpiece_stress_top1_5_points,val_earpiece_stress_top1_5_relative_points,val_earpiece_stress_top1_5_mae,val_earpiece_stress_top1_5_log_mae,val_earpiece_stress_top1_5_relative_mae,val_earpiece_stress_top1_5_within25_ratio,val_earpiece_stress_top1_5_miss25_rate,val_earpiece_stress_top1_5_under_pred_ratio,val_earpiece_stress_top1_5_over_pred_ratio,val_earpiece_stress_top1_5_target_mean,val_earpiece_stress_top1_5_pred_mean,val_earpiece_stress_top1_5_pred_target_ratio,val_earpiece_stress_top5_points,val_earpiece_stress_top5_relative_points,val_earpiece_stress_top5_relative_mae,val_earpiece_stress_top5_within25_ratio,val_earpiece_stress_top5_miss25_rate,val_earpiece_stress_top5_under_pred_ratio,val_earpiece_stress_top5_over_pred_ratio,val_earpiece_stress_top5_target_mean,val_earpiece_stress_top5_pred_mean,val_earpiece_stress_top5_pred_target_ratio,val_earpiece_stress_top5_10_points,val_earpiece_stress_top5_10_relative_points,val_earpiece_stress_top5_10_mae,val_earpiece_stress_top5_10_log_mae,val_earpiece_stress_top5_10_relative_mae,val_earpiece_stress_top5_10_within25_ratio,val_earpiece_stress_top5_10_miss25_rate,val_earpiece_stress_top5_10_under_pred_ratio,val_earpiece_stress_top5_10_over_pred_ratio,val_earpiece_stress_top5_10_target_mean,val_earpiece_stress_top5_10_pred_mean,val_earpiece_stress_top5_10_pred_target_ratio,val_earpiece_stress_top10_points,val_earpiece_stress_top10_relative_points,val_earpiece_stress_top10_mae,val_earpiece_stress_top10_log_mae,val_earpiece_stress_top10_relative_mae,val_earpiece_stress_top10_within25_ratio,val_earpiece_stress_top10_miss25_rate,val_earpiece_stress_top10_under_pred_ratio,val_earpiece_stress_top10_over_pred_ratio,val_earpiece_stress_top10_target_mean,val_earpiece_stress_top10_pred_mean,val_earpiece_stress_top10_pred_target_ratio,val_weighted_loss,selection_metric,selection_score
11,0.02948686,0.02468828,123886.62870749,9065058.86156294,0.58232212,0.82099154,-13563.27576737,1.85351614,0.64845019,0.25041449,0.74958551,0.45000623,0.54954523,210871.67804955,197308.40239524,1997514226.0,1992765189.0,0.02961617,85855.15135683,7684084.51882058,0.5019621,0.75080021,-36222.73779228,1.24607573,0.55534431,0.31147613,0.68852387,0.54011459,0.45896027,229676.16148637,193453.4213109,244811750.0,244281469.0,4259336.87608635,0.4342646,1296660.732297,0.35742608,0.30578126,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.36200647,0.56488089,0.43511911,0.56161407,0.43838593,10907968.21227038,8252208.20858207,0.75653028,9792731.0,9792731.0,557545.75603185,0.33825676,0.327575,0.53204995,0.46795005,0.55373552,0.44626448,1807125.00417662,1568540.45584648,0.86797563,12235777.0,12235777.0,0.33444973,0.53860511,0.46139489,0.55530858,0.44469142,3624237.12903399,2903029.28341714,0.80100423,12240759.0,12240759.0,185460.50059094,0.41035317,0.39776531,0.45201976,0.54798024,0.55173736,0.44826264,547983.29505441,501079.19247917,0.91440596,24476536.0,24476536.0,740947.52759127,0.38389501,0.36611397,0.49530362,0.50469638,0.55352261,0.44647739,2085797.12932774,1701809.79632927,0.8159038,0.02468828,composite_v6_fullpart_disk_center,1.10553097
12,0.02837091,0.02351407,123449.30606378,9029055.23379343,0.5716588,0.8049966,-12179.15555558,1.82005028,0.64019497,0.25451512,0.74548488,0.45154406,0.54800513,210871.6785916,198692.52333313,1997514226.0,1992765189.0,0.02849511,85121.84756797,7642596.20681554,0.49044918,0.73247415,-34993.46257023,1.23635574,0.54456792,0.31948923,0.68051077,0.53621459,0.46291528,229676.16148637,194682.69826185,244811750.0,244281469.0,4237720.38511625,0.4233396,1285133.33348208,0.35191136,0.30668941,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.35849808,0.56795574,0.43204426,0.5664482,0.4335518,10907968.21227038,8311553.92281993,0.76197086,9792731.0,9792731.0,548535.32833803,0.33409177,0.32529558,0.53491758,0.46508242,0.55336811,0.44663179,1807125.00417662,1579824.5763797,0.87421986,12235777.0,12235777.0,0.33192493,0.54151412,0.45848588,0.55597973,0.44402019,3624237.12903399,2923909.595966,0.80676553,12240759.0,12240759.0,184383.03483494,0.40471749,0.39522879,0.45518019,0.54481981,0.55051684,0.44948283,547983.29505441,501916.83898268,0.91593456,24476536.0,24476536.0,734646.15524151,0.3783198,0.3635833,0.49833837,0.50166163,0.55324773,0.44675206,2085797.12932774,1712666.73849873,0.82110897,0.02351407,composite_v6_fullpart_disk_center,1.08771549
13,0.02737388,0.02249453,123484.34794561,9127848.69658701,0.5619568,0.7904867,-10314.34196592,1.78351748,0.63261969,0.25839436,0.74160564,0.45308147,0.5464693,210871.67810268,200557.33619879,1997514226.0,1992765189.0,0.0274989,84735.25903741,7579884.07480752,0.48029307,0.7162621,-31973.25059824,1.22843009,0.53534961,0.32649651,0.67350349,0.53330204,0.46587512,229676.16148637,197702.90853749,244811750.0,244281469.0,4236004.35466102,0.41199041,1279289.83375621,0.34712357,0.3045801,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.35354339,0.57130034,0.42869966,0.56484855,0.43515145,10907968.21227038,8476819.56661492,0.77712177,9792731.0,9792731.0,541662.15774826,0.33094089,0.32433094,0.53660271,0.46339729,0.55132945,0.44867055,1807125.00417662,1602364.63372085,0.88669275,12235777.0,12235777.0,0.33016362,0.54353058,0.45646942,0.55402873,0.44597127,3624237.12903399,2974946.81352723,0.82084773,12240759.0,12240759.0,183653.55911924,0.40043053,0.39416703,0.45737981,0.54262019,0.54938415,0.45061585,547983.29505441,506381.70232615,0.92408237,24476536.0,24476536.0,731360.19834269,0.37378247,0.36217184,0.50044643,0.49955357,0.55170597,0.44829403,2085797.12932774,1740413.02230504,0.83441146,0.02249453,composite_v6_fullpart_disk_center,1.07150795
14,0.02648539,0.02158442,123545.68409202,9173815.55005722,0.55312483,0.77737692,-8945.31770392,1.75184584,0.62562305,0.26208948,0.73791052,0.454673,0.544881,210871.678324,201926.36071981,1997514226.0,1992765189.0,0.02660996,84745.82780784,7555833.5181801,0.47058473,0.70153419,-30749.57939262,1.2208845,0.52605021,0.3338593,0.6661407,0.52981392,0.4694195,229676.16148637,198926.58210329,244811750.0,244281469.0,4260970.5322463,0.40344444,1282505.61429137,0.3429678,0.2975379,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.35366849,0.57225365,0.42774635,0.56680185,0.43319815,10907968.21227038,8585573.33556715,0.78709189,9792731.0,9792731.0,539451.71414772,0.32788036,0.32300208,0.53841262,0.46158738,0.55148906,0.44851084,1807125.00417662,1607587.74275006,0.88958303,12235777.0,12235777.0,0.32912506,0.54516946,0.45483054,0.55454647,0.44545344,3624237.12903399,3000841.29589663,0.82799254,12240759.0,12240759.0,183386.61385619,0.39656578,0.39307273,0.45963514,0.54036486,0.54956527,0.45043465,547983.29505441,504950.14489923,0.92146996,24476536.0,24476536.0,732834.25230858,0.36977224,0.3611054,0.5023936,0.4976064,0.55205536,0.44794455,2085797.12932774,1752641.72180757,0.8402743,0.02158442,composite_v6_fullpart_disk_center,1.05523243
15,0.025696,0.02082399,123922.68084776,9238331.06678487,0.54504537,0.76557999,-7069.44733629,1.72607604,0.61916496,0.26560457,0.73439543,0.45628172,0.54327393,210871.67904822,203802.23090046,1997514226.0,1992765189.0,0.02581944,84250.1451886,7466702.7282896,0.4621558,0.68901771,-27915.18306192,1.21622655,0.5181372,0.34027094,0.65972906,0.52583269,0.47344251,229676.16148637,201760.97982069,244811750.0,244281469.0,4229054.77668171,0.39332188,1273332.24417414,0.33873241,0.29813374,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.35027844,0.57465967,0.42534033,0.5605048,0.43949479,10907968.21227038,8740776.66130737,0.80132033,9792731.0,9792731.0,535952.0229214,0.32511368,0.32348743,0.53907761,0.46092239,0.54442647,0.45557353,1807125.00417662,1626185.7499299,0.89987452,12235777.0,12235777.0,0.32883663,0.54618207,0.45381793,0.54763674,0.45236318,3624237.12903399,3046714.47197634,0.84064987,12240759.0,12240759.0,183083.19072268,0.39344443,0.39476256,0.46069472,0.53930528,0.54422156,0.45577827,547983.29505441,509784.28161717,0.93029165,24476536.0,24476536.0,728096.75856834,0.36609399,0.3618063,0.50342969,0.49657031,0.5459288,0.45407107,2085797.12932774,1777991.19311478,0.85242767,0.02082399,composite_v6_fullpart_disk_center,1.0414544
16,0.02498635,0.0201478,123616.48813345,9216365.16008333,0.5375603,0.7548421,-6129.12494325,1.69660172,0.61309644,0.26900194,0.73099806,0.45792042,0.5416365,210871.67841948,204742.55248775,1997514226.0,1992765189.0,0.02511117,83943.81082266,7439581.46009634,0.45422466,0.67771379,-27068.41937212,1.20936759,0.51058664,0.34652201,0.65347799,0.52284152,0.47647417,229676.16148637,202607.7398489,244811750.0,244281469.0,4210877.1199027,0.38583157,1268458.92741772,0.3353513,0.29603302,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.34978096,0.5752888,0.4247112,0.55897392,0.44102608,10907968.21227038,8765210.32700671,0.80356031,9792731.0,9792731.0,534397.81915062,0.32275771,0.32324781,0.54013053,0.45986947,0.54126637,0.45873352,1807125.00417662,1635385.96735647,0.9049656,12235777.0,12235777.0,0.32854553,0.54715038,0.45284962,0.54480194,0.45519798,3624237.12903399,3058956.26452106,0.84402763,12240759.0,12240759.0,183153.56884424,0.39072764,0.39542353,0.4617034,0.5382966,0.54146985,0.45853006,547983.29505441,511833.5819135,0.93403136,24476536.0,24476536.0,725695.80043365,0.3630451,0.36199133,0.50441819,0.49558181,0.54313556,0.45686436,2085797.12932774,1785135.70384812,0.85585299,0.0201478,composite_v6_fullpart_disk_center,1.0283491
17,0.02434977,0.01951689,123538.383674,9268354.3583148,0.53063954,0.74510014,-5393.76021417,1.67479536,0.6074069,0.27228785,0.72771215,0.45944292,0.54011308,210871.67879056,205477.91830452,1997514226.0,1992765189.0,0.02447739,83468.26756751,7400419.73064664,0.44628273,0.66700583,-26745.71943667,1.2032012,0.50266674,0.35347016,0.64652984,0.51900099,0.48035702,229676.16148637,202930.44190079,244811750.0,244281469.0,4181563.8007555,0.37713624,1261982.659782,0.33186502,0.30330884,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.34283233,0.57917166,0.42082834,0.56856932,0.43143068,10907968.21227038,8803158.18852673,0.80703922,9792731.0,9792731.0,533618.82088733,0.32057096,0.32160072,0.54198211,0.45801789,0.54596568,0.45403412,1807125.00417662,1638108.52623991,0.90647217,12235777.0,12235777.0,0.32583991,0.54940753,0.45059247,0.55047881,0.44952102,3624237.12903399,3068712.07942229,0.84671945,12240759.0,12240759.0,182874.12549551,0.38807903,0.39475851,0.46400562,0.53599438,0.54398326,0.45601658,547983.29505441,509644.64924646,0.93003683,24476536.0,24476536.0,722318.56979276,0.35997775,0.36030623,0.50669788,0.49330212,0.54723038,0.45276946,2085797.12932774,1788917.922515,0.85766631,0.01951689,composite_v6_fullpart_disk_center,1.01563917
18,0.02377477,0.01898576,123258.44975383,9235884.88751687,0.52423492,0.73619997,-5059.88818337,1.64996518,0.60210117,0.27543193,0.72456807,0.46090973,0.53864574,210871.67793521,205811.79026566,1997514226.0,1992765189.0,0.02390325,83076.89556946,7399400.85116716,0.4394281,0.65786616,-28830.11668464,1.19813098,0.49594548,0.3593369,0.6406631,0.51543595,0.48395876,229676.16148637,200846.04515414,244811750.0,244281469.0,4163281.03727574,0.37060011,1256742.73422463,0.3288813,0.30497132,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.33995136,0.58094813,0.41905187,0.56832659,0.431673,10907968.21227038,8658648.44101636,0.79379113,9792731.0,9792731.0,531632.79396266,0.31847348,0.32050478,0.54327705,0.45672295,0.54497045,0.45502945,1807125.00417662,1623190.30805077,0.89821695,12235777.0,12235777.0,0.32438756,0.55079861,0.44920139,0.54963383,0.450366,3624237.12903399,3027919.05957467,0.83546384,12240759.0,12240759.0,182285.92186556,0.38550915,0.39437181,0.46567227,0.53432773,0.54332758,0.45667242,547983.29505441,507657.05950504,0.92640974,24476536.0,24476536.0,719404.98300068,0.35720099,0.35938681,0.50822678,0.49177322,0.54648007,0.45351985,2085797.12932774,1767531.56999355,0.84741298,0.01898576,composite_v6_fullpart_disk_center,1.00434017
19,0.0232466,0.01850278,123087.84694557,9350291.67416607,0.5182082,0.72794137,-4646.47871529,1.62705563,0.59708894,0.27847778,0.72152222,0.46235942,0.53719323,210871.67840037,206225.20004728,1997514226.0,1992765189.0,0.02337764,82970.65030965,7401092.12903722,0.43298982,0.64944508,-28647.90855616,1.19226776,0.4896529,0.3649604,0.6350396,0.5111742,0.48824693,229676.16148637,201028.25218912,244811750.0,244281469.0,4155702.42690808,0.36402135,1256244.05203959,0.32604312,0.30599046,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.33568523,0.58249046,0.41750954,0.56213964,0.43786036,10907968.21227038,8663637.66062605,0.79424852,9792731.0,9792731.0,532900.36865356,0.31656848,0.32046801,0.54359861,0.45640139,0.53831633,0.46168357,1807125.00417662,1626013.26126874,0.89977907,12235777.0,12235777.0,0.32350634,0.55136392,0.44863608,0.54307299,0.45692693,3624237.12903399,3031174.53607588,0.83636209,12240759.0,12240759.0,182499.93165171,0.38334873,0.39507099,0.4666258,0.5333742,0.53939359,0.46060641,547983.29505441,507630.46851508,0.92636121,24476536.0,24476536.0,719262.72177708,0.35470176,0.35929595,0.50898624,0.49101376,0.54123292,0.45876704,2085797.12932774,1769145.68427862,0.84818684,0.01850278,composite_v6_fullpart_disk_center,0.99351272
20,0.02275847,0.01811027,122502.75858191,9165902.28502479,0.51255305,0.72022876,-4621.28226505,1.60590967,0.59235496,0.28138065,0.71861935,0.46356111,0.53598629,210871.67845613,206250.39548512,1997514226.0,1992765189.0,0.02289465,82913.98971261,7357031.77026373,0.42773634,0.64252584,-23659.72491094,1.18818126,0.48469109,0.36929056,0.63070944,0.50690582,0.49251174,229676.16148637,206016.43542403,244811750.0,244281469.0,4136914.49302913,0.35847627,1252243.36467793,0.32357359,0.30008612,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.33603445,0.58305861,0.41694139,0.54710186,0.45289814,10907968.21227038,8888633.65400339,0.81487528,9792731.0,9792731.0,532588.72656183,0.31486623,0.32195598,0.54376803,0.45623197,0.52984168,0.47015812,1807125.00417662,1667318.66636166,0.92263604,12235777.0,12235777.0,0.32476695,0.55161295,0.44838705,0.53328791,0.46671192,3624237.12903399,3109156.38434849,0.85787885,12240759.0,12240759.0,183118.38307076,0.38123175,0.39668413,0.46739487,0.53260513,0.53371617,0.46628367,547983.29505441,519932.95211674,0.94881168,24476536.0,24476536.0,717572.06134031,0.35240854,0.36073286,0.50949534,0.49050466,0.53350209,0.46649775,2085797.12932774,1814281.15679817,0.86982628,0.01811027,composite_v6_fullpart_disk_center,0.98402736
21,0.02230712,0.01768774,122635.52370549,9317391.96838718,0.50725066,0.71302995,-4098.7544302,1.58416576,0.58790985,0.28418641,0.71581359,0.4647341,0.534808,210871.67863435,206772.92356588,1997514226.0,1992765189.0,0.02244772,82226.86640833,7394379.92671093,0.4219134,0.63498899,-28920.75158492,1.18050718,0.47882529,0.37473489,0.62526511,0.50325176,0.49619235,229676.16148637,200755.41080463,244811750.0,244281469.0,4109422.54453397,0.35313951,1243855.08356469,0.32098594,0.30458827,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.32929817,0.58771591,0.41228409,0.56115194,0.43884724,10907968.21227038,8570510.21290786,0.78571096,9792731.0,9792731.0,528966.34480841,0.31296441,0.31935102,0.54597619,0.45402381,0.53423003,0.46576966,1807125.00417662,1633373.64866974,0.90385206,12235777.0,12235777.0,0.32133711,0.55431012,0.44568988,0.53960537,0.46039422,3624237.12903399,3018471.08180345,0.83285695,12240759.0,12240759.0,182000.85656472,0.37905283,0.39447897,0.46910016,0.53089984,0.53600851,0.46399141,547983.29505441,510502.60667082,0.9316025,24476536.0,24476536.0,712819.90639353,0.35002529,0.35791548,0.51169647,0.48830353,0.53780658,0.46219318,2085797.12932774,1764231.620651,0.84583088,0.01768774,composite_v6_fullpart_disk_center,0.97444761
22,0.02188986,0.01735237,122571.29196646,9278483.31075915,0.50229499,0.70631278,-3942.20134621,1.56581176,0.58372898,0.28684373,0.71315627,0.46574727,0.5337908,210871.67823944,206929.47703258,1997514226.0,1992765189.0,0.02203871,81990.47280664,7346016.61637363,0.41736764,0.62894593,-26072.23445453,1.17471778,0.47447401,0.37864774,0.62135226,0.50005689,0.49938812,229676.16148637,203603.92735316,244811750.0,244281469.0,4084560.80704933,0.34822894,1238670.26559809,0.31872809,0.3003681,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.32628606,0.58997743,0.41002257,0.55679345,0.44320655,10907968.21227038,8726178.70591852,0.79998204,9792731.0,9792731.0,528690.43062473,0.31136835,0.31888315,0.54673135,0.45326865,0.53071069,0.46928931,1807125.00417662,1653147.29342059,0.9147941,12235777.0,12235777.0,0.32036125,0.55536604,0.44463396,0.53591848,0.46408152,3624237.12903399,3065378.08303651,0.84579954,12240759.0,12240759.0,181936.62802485,0.3770666,0.39389259,0.47008057,0.52991943,0.53385652,0.46614315,547983.29505441,515736.08349524,0.94115293,24476536.0,24476536.0,710195.89352644,0.34790328,0.3571344,0.51271463,0.48728537,0.53488729,0.46511255,2085797.12932774,1790297.61416601,0.85832778,0.01735237,composite_v6_fullpart_disk_center,0.96617862
23,0.02149405,0.01703179,122147.63751138,9213370.20819431,0.49755469,0.69988197,-3962.47910005,1.54965617,0.57972519,0.28942084,0.71057916,0.46675481,0.53277649,210871.67830876,206909.19858555,1997514226.0,1992765189.0,0.02164912,81940.56163146,7341445.66554195,0.41293313,0.62311183,-26933.99198308,1.16897663,0.46995635,0.38289334,0.61710666,0.49636936,0.50308573,229676.16148637,202742.16833495,244811750.0,244281469.0,4085568.38858462,0.34401186,1239368.08136135,0.31651997,0.29679721,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.32269743,0.59233637,0.40766363,0.56321043,0.43678957,10907968.21227038,8702011.33084328,0.79776647,9792731.0,9792731.0,529310.97260525,0.30966142,0.31715832,0.54834785,0.45165215,0.5333068,0.4666931,1807125.00417662,1641600.36879074,0.90840444,12235777.0,12235777.0,0.31826428,0.55713078,0.44286922,0.53927748,0.46072244,3624237.12903399,3051311.33363322,0.84191824,12240759.0,12240759.0,181721.83569088,0.3749661,0.3924963,0.47159306,0.52840694,0.5348701,0.46512982,547983.29505441,512543.93952936,0.93532767,24476536.0,24476536.0,710437.3219266,0.34574898,0.35538784,0.51435322,0.48564678,0.53707334,0.46292658,2085797.12932774,1781669.24908574,0.85419105,0.01703179,composite_v6_fullpart_disk_center,0.95790251
24,0.02112681,0.01672265,122125.49863261,9232723.68286349,0.49308932,0.69386445,-3834.87655735,1.53289844,0.57593618,0.2919122,0.7080878,0.46764778,0.53187532,210871.67871015,207036.80215433,1997514226.0,1992765189.0,0.02128759,81484.50974808,7280708.84534685,0.40870743,0.6174348,-25797.80717096,1.16123637,0.46575954,0.38662559,0.61337441,0.49283172,0.50662186,229676.16148637,203878.35367747,244811750.0,244281469.0,4045136.80354147,0.34083726,1231438.00995065,0.31526612,0.29554432,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.32184967,0.59259547,0.40740453,0.55579306,0.44420694,10907968.21227038,8764515.66803511,0.80349663,9792731.0,9792731.0,529489.2420006,0.30888675,0.31771722,0.54792989,0.45207011,0.5285306,0.4714694,1807125.00417662,1649819.39017984,0.91295256,12235777.0,12235777.0,0.31854232,0.556848,0.443152,0.53397394,0.46602606,3624237.12903399,3070369.16052465,0.84717668,12240759.0,12240759.0,181487.38490511,0.37342505,0.39173519,0.47200521,0.52799479,0.53307887,0.46692105,547983.29505441,514603.22609239,0.93908561,24476536.0,24476536.0,706355.84437193,0.34435151,0.3551462,0.51441797,0.48558203,0.53352631,0.46647365,2085797.12932774,1792226.07696732,0.85925235,0.01672265,composite_v6_fullpart_disk_center,0.95077916
25,0.02077898,0.01644545,121846.02993244,9147084.04741674,0.48884364,0.68811877,-3508.09275228,1.51395133,0.572322,0.29429733,0.70570267,0.46854175,0.53097478,210871.67845363,207363.58533879,1997514226.0,1992765189.0,0.02094393,81312.50746416,7273127.71637792,0.40483406,0.61230221,-24123.83730787,1.15493461,0.46194994,0.39020998,0.60979002,0.4898692,0.50957898,229676.16148637,205552.32130037,244811750.0,244281469.0,4033997.71113773,0.33689792,1227352.98322768,0.31321812,0.29383705,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.31980203,0.5950813,0.4049187,0.553157,0.44684259,10907968.21227038,8833155.66320646,0.80978927,9792731.0,9792731.0,527164.02665281,0.30731059,0.31744022,0.54913558,0.45086442,0.52514962,0.47485027,1807125.00417662,1664997.22038222,0.92135144,12235777.0,12235777.0,0.31791179,0.55830929,0.44169071,0.53074169,0.46925814,3624237.12903399,3096221.4734803,0.85430985,12240759.0,12240759.0,181676.12534123,0.37168018,0.39174324,0.47293546,0.52706454,0.53005055,0.46994921,547983.29505441,518466.67539569,0.94613591,24476536.0,24476536.0,704408.13805039,0.3424551,0.35483503,0.51561369,0.48438631,0.53039605,0.46960375,2085797.12932774,1807081.72309217,0.86637463,0.01644545,composite_v6_fullpart_disk_center,0.94376673
26,0.02044506,0.01617109,122248.68742228,9253262.50800545,0.4847412,0.68255682,-3066.20496857,1.49924684,0.56882106,0.29665637,0.70334363,0.46937388,0.53013626,210871.67852918,207805.47366978,1997514226.0,1992765189.0,0.02061791,81319.73233667,7346873.39792487,0.40100304,0.60717629,-28115.59002869,1.14860522,0.45803589,0.39395034,0.60604966,0.48616184,0.51329496,229676.16148637,201560.57304653,244811750.0,244281469.0,4048086.55423481,0.33300919,1230080.97861933,0.31140287,0.29651965,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.3157261,0.59684509,0.40315491,0.5546011,0.4453989,10907968.21227038,8555335.04273796,0.78431976,9792731.0,9792731.0,527057.7614557,0.30601262,0.31666906,0.54965208,0.45034792,0.52436322,0.47563647,1807125.00417662,1640650.79868156,0.90787898,12235777.0,12235777.0,0.31648078,0.55907483,0.44092517,0.53040064,0.46959911,3624237.12903399,3021265.32957195,0.83362794,12240759.0,12240759.0,180992.01085025,0.36978136,0.39071718,0.47423636,0.52576364,0.53009074,0.46990918,547983.29505441,514118.74634777,0.93820149,24476536.0,24476536.0,705429.73122557,0.34059806,0.35360654,0.51664696,0.48335304,0.53024566,0.46975418,2085797.12932774,1767436.88430859,0.84736759,0.01617109,composite_v6_fullpart_disk_center,0.93723814
27,0.0201298,0.01593325,121958.9086158,9184486.2570843,0.480826,0.67726453,-2894.5940445,1.47966392,0.56545188,0.29896629,0.70103371,0.47015498,0.52934884,210871.67894585,207977.0846847,1997514226.0,1992765189.0,0.02030924,81102.78105573,7256323.59024146,0.39767822,0.60269862,-26114.27625839,1.14264011,0.45457983,0.397156,0.602844,0.48217591,0.51727443,229676.16148637,203561.88369482,244811750.0,244281469.0,4023806.12668507,0.33004648,1226398.42660987,0.30988847,0.2909757,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.31511049,0.59829737,0.40170263,0.55930834,0.44069125,10907968.21227038,8745453.81063292,0.80174911,9792731.0,9792731.0,528513.87908915,0.30485954,0.31574851,0.55094682,0.44905318,0.52553777,0.47446223,1807125.00417662,1642312.00913146,0.90879823,12235777.0,12235777.0,0.31562112,0.56040103,0.43959897,0.53228054,0.46771938,3624237.12903399,3060554.77656486,0.84446869,12240759.0,12240759.0,180716.77278303,0.36824386,0.38981897,0.47522029,0.52477971,0.52985636,0.47014323,547983.29505441,513136.58039351,0.93640917,24476536.0,24476536.0,703451.17976257,0.3390721,0.3527276,0.51780199,0.48219801,0.5310682,0.46893155,2085797.12932774,1786586.4431761,0.85654852,0.01593325,composite_v6_fullpart_disk_center,0.93072036
28,0.01982482,0.01567998,121966.07820479,9258975.34672768,0.47700997,0.67210797,-3096.76202021,1.46727695,0.56219747,0.30123142,0.69876858,0.47098603,0.52851068,210871.67805018,207774.91629552,1997514226.0,1992765189.0,0.02001099,81299.09477605,7388257.9940219,0.39423501,0.59789094,-29737.42947528,1.13468531,0.45121382,0.40028053,0.59971947,0.47974208,0.51970719,229676.16148637,199938.73150416,244811750.0,244281469.0,4059333.28642503,0.32729938,1232124.58989809,0.3086861,0.29108446,2453038.0,12245397.0,10113.0,2443046.0,2443046.0,0.31381445,0.59874272,0.40125728,0.55188195,0.44811764,10907968.21227038,8458106.74431221,0.77540625,9792731.0,9792731.0,526805.40996401,0.30404254,0.31564772,0.55090516,0.44909484,0.52300834,0.47699166,1807125.00417662,1625923.85580803,0.8997296,12235777.0,12235777.0,0.31528168,0.5604566,0.4395434,0.52877337,0.47122655,3624237.12903399,2990065.83674646,0.82501937,12240759.0,12240759.0,180164.54221185,0.36688957,0.38889285,0.47553538,0.52446462,0.52938368,0.47061632,547983.29505441,510793.41545215,0.93213319,24476536.0,24476536.0,706037.50886156,0.33779376,0.35209476,0.51798735,0.48201265,0.52907858,0.47092138,2085797.12932774,1750177.30478541,0.83909278,0.01567998,composite_v6_fullpart_disk_center,0.92493314
