展示编号,选择排序,case_name,node_index,target_rmises,pred_rmises,node_label,x,y,z,RMises_native,abs_error,relative_error,pred_target_ratio,target_rank,target_rank_fraction,relative_error_for_color
代表样本 1,1,case843_mises_full_export,6456,96030.74816645349,99950.2350965228,6457,-2.9502408504486084,132.3912353515625,10.0,101226.63020833331,3919.486930069325,0.0408149161066155,1.0408149161066156,17,0.0012746494713953,0.0408149161066155
代表样本 1,1,case843_mises_full_export,5741,95624.02138576291,99531.31282450138,5742,-114.87606811523438,-64.43891906738281,9.25,95521.548828125,3907.291438738466,0.0408609822313978,1.040860982231398,18,0.0013496288520656,0.0408609822313978
代表样本 1,1,case843_mises_full_export,3922,95503.113503697,92888.09548834983,3923,113.277099609375,-68.97483825683594,10.0,98882.91796875,2615.018015347174,0.0273814949001211,0.9726185050998788,19,0.0014246082327359,0.0273814949001211
代表样本 1,1,case843_mises_full_export,4658,94637.99642385491,97843.87558232632,4659,113.35137939453124,-65.54698181152344,10.0,96610.85546875,3205.879158471391,0.0338751799447785,1.0338751799447785,20,0.0014995876134063,0.0338751799447785
代表样本 1,1,case843_mises_full_export,7200,92572.09455791637,92582.37557240664,7201,2.976927757263184,132.26785278320312,10.0,97497.84635416669,10.281014490290543,0.0001110595427206,1.0001110595427205,21,0.0015745669940766,0.0001110595427206
代表样本 1,1,case843_mises_full_export,6438,91649.8069107718,87351.35486458802,6439,-2.9384164810180664,132.30816650390625,5.0,97043.875,4298.452046183767,0.0469008303571075,0.9530991696428924,22,0.0016495463747469,0.0469008303571075
代表样本 1,1,case843_mises_full_export,7399,91016.59788107572,86180.50551448566,7400,2.9840540885925293,132.3240966796875,5.0,95382.56640625,4836.092366590063,0.0531341807887502,0.9468658192112496,23,0.0017245257554172,0.0531341807887502
代表样本 1,1,case843_mises_full_export,6604,90859.38036807248,92714.1773242532,6605,0.0327145755290985,130.80294799804688,5.0,92721.43359375,1854.7969561807404,0.0204139291800905,1.0204139291800904,24,0.0017995051360875,0.0204139291800905
代表样本 1,1,case843_mises_full_export,5935,90585.87884504734,82712.06417822666,5936,-122.9814910888672,-69.42088317871094,10.0,88521.5,7873.8146668206755,0.0869209943890848,0.9130790056109152,25,0.0018744845167578,0.0869209943890848
代表样本 1,1,case843_mises_full_export,4649,88067.22710875621,90801.67677576625,4650,116.1829833984375,-63.63937377929688,10.0,92306.91145833331,2734.44966701002,0.0310495715237313,1.0310495715237311,26,0.0019494638974282,0.0310495715237313
代表样本 1,1,case843_mises_full_export,3999,87649.0236116536,85844.12445858763,4000,114.18334197998048,-64.38241577148438,5.0,91032.83333333331,1804.8991530659696,0.0205923475093451,0.9794076524906548,27,0.0020244432780985,0.0205923475093451
代表样本 1,1,case843_mises_full_export,5751,86394.44942974127,78338.12665539277,5752,-113.142578125,-68.61567687988281,9.25,88891.177734375,8056.322774348504,0.0932504672178062,0.9067495327821938,28,0.0020994226587688,0.0932504672178062
代表样本 1,1,case843_mises_full_export,4375,86165.23380295605,86907.62052006827,4376,112.95425415039062,-68.23562622070312,5.0,89551.82552083333,742.3867171122256,0.0086158498543615,1.0086158498543616,29,0.0021744020394391,0.0086158498543615
代表样本 1,1,case843_mises_full_export,6613,84594.24275096497,81305.02265632259,6614,-1.543271780014038,130.18655395507812,10.0,86415.0859375,3289.220094642384,0.0388823161917229,0.9611176838082772,30,0.0022493814201094,0.0388823161917229
代表样本 1,1,case843_mises_full_export,4748,82293.14995968142,79538.82722414189,4749,115.3977508544922,-63.4505615234375,5.0,85407.5859375,2754.322735539536,0.0334696476789257,0.9665303523210744,31,0.0023243608007797,0.0334696476789257
代表样本 1,1,case843_mises_full_export,751,81799.3691404459,78995.72864612647,752,-3.072054624557495,131.1109161376953,10.0,85741.92912946429,2803.640494319421,0.0342745980046092,0.9657254019953908,32,0.0023993401814501,0.0342745980046092
代表样本 1,1,case843_mises_full_export,6858,81487.12392131164,75116.86993492302,6859,1.5554698705673218,130.06317138671875,10.0,83190.19270833333,6370.25398638862,0.0781749763624015,0.9218250236375984,33,0.0024743195621204,0.0781749763624015
